#;PSRJ;;RAJ;;;DECJ;;;PMRA;;;PMDEC;;;POSEPOCH;;BINARY;;BINCOMP;;
;;;(hms);;;(dms);;;(mas/yr);;;(mas/yr);;;(MJD);;(type);;;;
2717;J1912+1417g;hww+21;19:12:32;7.0e+00;hww+21;+14:17;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2718;J1912+2104;dls73;19:12:43.3391;1.0e-04;dgb+19;+21:04:33.926;1.0e-03;dgb+19;-11.37;6.0e-02;dgb+19;-5.8;1.0e-01;dgb+19;56000.00;dgb+19;*;*;*;*;
2719;J1912+2525;nft95;19:12:18.626;1.0e-02;cn95;+25:25:02.12;1.1e-01;cn95;*;0;*;*;0;*;49079.50;*;*;*;*;*;
2720;J1913-0440;lvw69b;19:13:54.1735;1.6e-03;hlk+04;-04:40:47.68;7.0e-02;hlk+04;7;1.3e+01;hla93;-5;9.0e+00;hla93;46634.00;hlk+04;*;*;*;*;
2721;J1913+0446;kbm+03;19:13:50.82;4.0e-02;kbm+03;+04:46:06;2.0e+00;kbm+03;*;0;*;*;0;*;51832.34;*;*;*;*;*;
2722;J1913+0523;psf+22;19:13:22.721;7.0e-03;psf+22;+05:23:58.8;3.0e-01;psf+22;*;0;*;*;0;*;58290.00;*;*;*;*;*;
2723;J1913+0618;lbh+15;19:13:17.8786;2.0e-04;pkr+19;+06:18:08.277;5.0e-03;pkr+19;-9;2.0e+00;pkr+19;*;0;*;57696.0;pkr+19;DD;pkr+19;He/CO(?)[pkr+19];*;
2724;J1913+0657;lsb+17;19:13:32.92;4.0e-02;lsb+17;+06:57:24.3;1.0e+00;lsb+17;*;0;*;*;0;*;56700.00;*;*;*;*;*;
2725;J1913+0832;mhl+02;19:13:00.50;2.0e-02;mhl+02;+08:32:05.1;5.0e-01;mhl+02;*;0;*;*;0;*;51685.00;*;*;*;*;*;
2726;J1913+0904;lfl+06;19:13:21.061;8.0e-03;lfl+06;+09:04:45.4;4.0e-01;lfl+06;*;0;*;*;0;*;53249.00;*;*;*;*;*;
2727;J1913+0936;ht75b;19:13:52.70;2.0e-02;lcx02;+09:36:41.8;3.0e-01;lcx02;*;0;*;*;0;*;51600.00;*;*;*;*;*;
2728;J1913+1000;hfs+04;19:13:03.59;5.0e-02;hfs+04;+10:00:02.4;1.4e+00;hfs+04;*;0;*;*;0;*;52187.00;*;*;*;*;*;
2729;J1913+1011;mhl+02;19:13:20.341;3.0e-03;mhl+02;+10:11:22.97;7.0e-02;mhl+02;*;0;*;*;0;*;51697.00;*;*;*;*;*;
2730;J1913+1037g;hww+21;19:13:53;6.0e+00;hww+21;+10:37;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2731;J1913+1050;lsb+17;19:13:35.364;9.0e-03;lsb+17;+10:50:26.6;3.0e-01;lsb+17;*;0;*;*;0;*;56700.00;*;*;*;*;*;
2732;J1913+1054g;hww+21;19:13:07;6.0e+00;hww+21;+10:54;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2733;J1913+1102;lfa+16;19:13:29.0542;3.0e-04;lfa+16;+11:02:05.741;9.0e-03;lfa+16;*;0;*;*;0;*;56357.00;*;DD;lfa+16;NS[lfa+16];*;
2734;J1913+11025;lbh+15;19:13:42.715;8.0e-03;psf+22;+11:02:58.8;2.0e-01;psf+22;*;0;*;*;0;*;56356.00;*;*;*;*;*;
2735;J1913+1145;mhl+02;19:13:43.88;6.0e-02;mhl+02;+11:45:33.1;1.1e+00;mhl+02;*;0;*;*;0;*;51290.00;*;*;*;*;*;
2736;J1913+1330;mll+06;19:13:17.97;1.0e-02;bls+18;+13:30:32.78;4.0e-02;bls+18;*;0;*;*;0;*;55090.90;*;*;*;*;*;
2737;J1913+1400;ht74;19:13:24.3527;1.0e-04;dgb+19;+14:00:52.559;1.0e-03;dgb+19;-5.28;6.0e-02;dgb+19;-8.94;5.0e-02;dgb+19;56000.00;dgb+19;*;*;*;*;
2738;J1913+3732;bck+13;19:13:27.887;3.0e-03;bck+13;+37:32:12.30;7.0e-02;bck+13;*;0;*;*;0;*;56100.00;*;*;*;*;*;
2739;J1914+0219;lfl+06;19:14:23.794;8.0e-03;lfl+06;+02:19:47.8;3.0e-01;lfl+06;*;0;*;*;0;*;53040.00;*;*;*;*;*;
2740;J1914+0625;psf+22;19:14:08.359;3.0e-03;psf+22;+06:25:00.97;5.0e-02;psf+22;*;0;*;*;0;*;56964.00;*;*;*;*;*;
2741;J1914+0631;hfs+04;19:14:17.24;4.0e-02;hfs+04;+06:31:56.3;1.0e+00;hfs+04;*;0;*;*;0;*;52582.00;*;*;*;*;*;
2742;J1914+0659;lbh+15;19:14:17.647;2.0e-03;sab+16;+07:01:11.00;7.0e-02;sab+16;*;0;*;*;0;*;56351.00;*;*;*;*;*;
2743;J1914+0805;hww+21;19:14:05.508;9.0e-03;psf+22;+08:05:12.7;2.0e-01;psf+22;*;0;*;*;0;*;58528.00;*;*;*;*;*;
2744;J1914+0838;kbj+18;19:14:26.4506;1.4e-03;psf+22;+08:38:45.14;3.0e-02;psf+22;*;0;*;*;0;*;56825.00;*;*;*;*;*;
2745;J1914+1029g;hww+21;19:14:23;6.0e+00;hww+21;+10:29;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2746;J1914+1054g;hww+21;19:14:07;6.0e+00;hww+21;+10:54;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2747;J1914+1122;ht75b;19:14:10.12;1.0e-02;gr78;+11:22:03.7;2.0e-01;gr78;*;0;*;*;0;*;42826.50;*;*;*;*;*;
2748;J1914+1228g;hww+21;19:14:55;7.0e+00;hww+21;+12:28;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2749;J1914+1428;psf+22;19:14:53.946;8.0e-03;psf+22;+14:28:46.2;2.0e-01;psf+22;*;0;*;*;0;*;56000.00;*;*;*;*;*;
2750;J1915+0227;lfl+06;19:15:02.122;5.0e-03;lfl+06;+02:27:47.77;1.6e-01;lfl+06;*;0;*;*;0;*;53036.00;*;*;*;*;*;
2751;J1915+0639;psf+22;19:15:54.327;2.0e-03;psf+22;+06:39:46.21;4.0e-02;psf+22;*;0;*;*;0;*;57374.00;*;*;*;*;*;
2752;J1915+0738;nft95;19:15:24.80;2.0e-02;cn95;+07:38:31.4;8.0e-01;cn95;*;0;*;*;0;*;49079.50;*;*;*;*;*;
2753;J1915+0752;rtj+96;19:15:01.94;2.0e-02;clm+05;+07:52:09.2;6.0e-01;clm+05;*;0;*;*;0;*;53048.00;*;*;*;*;*;
2754;J1915+0832g;hww+21;19:15:06;6.0e+00;hww+21;+08:32;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2755;J1915+0838;hfs+04;19:15:13.87;3.0e-02;hfs+04;+08:38:59.7;1.3e+00;hfs+04;*;0;*;*;0;*;52025.00;*;*;*;*;*;
2756;J1915+1009;ht75b;19:15:29.991;3.0e-03;jbv+19;+10:09:43.37;6.0e-02;jbv+19;6;2.0e+00;jbv+19;-17;4.0e+00;jbv+19;57600;jbv+19;*;*;*;*;
2757;J1915-11;kkl+15;19:15;2.0e+00;kkl+15;-11:30;3.6e+01;kkl+15;*;0;*;*;0;*;56657.00;*;*;*;*;*;
2758;J1915+1145;lbh+15;19:15:33.1231;8.0e-04;psf+22;+11:45:40.98;2.0e-02;psf+22;*;0;*;*;0;*;56367.00;*;*;*;*;*;
2759;J1915+1150;lbh+15;19:15:16.61;6.0e-02;psf+22;+11:50:35.4;9.0e-01;psf+22;*;0;*;*;0;*;55927.00;*;*;*;*;*;
2760;J1915+1410;lfl+06;19:15:35.416;1.2e-02;lfl+06;+14:10:51.5;3.0e-01;lfl+06;*;0;*;*;0;*;53399.00;*;*;*;*;*;
2761;J1915+1606;ht75a;19:15:27.99942;3.0e-05;wh16;+16:06:27.3868;5.0e-04;wh16;-0.72;1.1e-01;dwnc18;-0.03;1.4e-01;dwnc18;52984.0;wh16;DDH;wh16;NS[wnt10];*;
2762;J1915+1647;ht75b;19:15:19.10;2.4e-02;hlk+04;+16:47:08.5;5.4e-01;hlk+04;*;0;*;*;0;*;48867.00;hlk+04;*;*;*;*;
2763;J1916+0741g;hww+21;19:16:17;6.0e+00;hww+21;+07:41;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2764;J1916+0748;rtj+96;19:16:51.5;2.0e-01;clm+05;+07:48:00;5.0e+00;clm+05;*;0;*;*;0;*;53048.00;*;*;*;*;*;
2765;J1916+0748g;hww+21;19:17:00;6.0e+00;hww+21;+07:48;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2766;J1916+0844;hfs+04;19:16:19.081;9.0e-03;hfs+04;+08:44:07.0;4.0e-01;hfs+04;*;0;*;*;0;*;52018.00;*;*;*;*;*;
2767;J1916+0852;hfs+04;19:16:24.6;3.0e-01;hfs+04;+08:52:36;5.0e+00;hfs+04;*;0;*;*;0;*;52352.00;*;*;*;*;*;
2768;J1916+0951;ht74;19:16:32.3445;1.7e-03;hlk+04;+09:51:25.98;4.3e-02;hlk+04;-9;4.1e+00;*;-2;7.1e+00;*;49910.00;hlk+04;*;*;*;*;
2769;J1916+1023;hfs+04;19:16:36.91;1.5e-01;hfs+04;+10:23:03;6.0e+00;hfs+04;*;0;*;*;0;*;52529.00;*;*;*;*;*;
2770;J1916+1030;wol91b;19:16:11.72;1.0e-02;wol91b;+10:30:53.4;6.0e-01;wol91b;*;0;*;*;0;*;47469.83;*;*;*;*;*;
2771;J1916+1030g;hww+21;19:16:46;6.0e+00;hww+21;+10:30;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2772;J1916+1225;nab+13;19:16:20.045;1.0e-03;nab+13;+12:25:53.94;4.0e-02;nab+13;*;0;*;*;0;*;54570.00;*;*;*;*;*;
2773;J1916+1312;ht74;19:16:58.67;2.0e-02;lbs+20;+13:12:50.0;4.0e-01;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
2774;J1916-2939;acd+19;19:16:32.701;5.0e-03;acd+19;-29:39:27.8;3.0e-01;acd+19;*;0;*;*;0;*;57346.00;*;*;*;*;*;
2775;J1916+3224;scb+19;19:16:03.468;4.0e-03;tbc+20;+32:24:39.70;6.0e-02;tbc+20;*;0;*;*;0;*;57638.00;*;*;*;*;*;
2776;J1917+0743g;hww+21;19:17:26;6.0e+00;hww+21;+07:43;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2777;J1917+0834;nic99;19:17:48.853;6.0e-03;clm+05;+08:34:54.63;1.4e-01;clm+05;*;0;*;*;0;*;52345.00;*;*;*;*;*;
2778;J1917+1046g;hww+21;19:17:55;6.0e+00;hww+21;+10:46;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2779;J1917+1121g;hww+21;19:17:27;6.0e+00;hww+21;+11:21;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2780;J1917+1259g;hww+21;19:17:29;6.0e+00;hww+21;+12:59;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2781;J1917+1353;smb71;19:17:39.7864;1.0e-04;dgb+19;+13:53:57.077;1.0e-03;dgb+19;-1.28;5.0e-02;dgb+19;3.81;6.0e-02;dgb+19;56000.00;dgb+19;*;*;*;*;
2782;J1917+1411g;hww+21;19:17:26;7.0e+00;hww+21;+14:11;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2783;J1917+17;tkt22;19:17;4.0e+00;tkt22;+17:24;1.5e+01;tkt22;*;0;*;*;0;*;*;*;*;*;*;*;
2784;J1917+1737;nab+13;19:17:23.976;5.0e-03;nab+13;+17:37:31.6;1.0e-01;nab+13;*;0;*;*;0;*;55070.00;*;*;*;*;*;
2785;J1917+2224;sstd86;19:17:44.22;5.7e-02;hlk+04;+22:22:48.8;1.1e+00;hlk+04;*;0;*;*;0;*;49724.00;hlk+04;*;*;*;*;
2786;J1918-0642;eb01b;19:18:48.032722;2.7e-06;abb+18;-06:42:34.90044;1.4e-04;abb+18;-7.149;1.2e-02;*;-5.97;5.0e-02;*;55330.00;abb+18;ELL1H;abb+18;He[jsb+10];*;
2787;J1918-1052;lbr+13;19:18:48.247;1.3e-02;lbr+13;-10:52:46.38;6.6e-01;lbr+13;*;0;*;*;0;*;55026.00;*;*;*;*;*;
2788;J1918+1311;lbh+15;19:18:46.220;5.0e-03;psf+22;+13:11:24.51;1.3e-01;psf+22;*;0;*;*;0;*;56866.00;*;*;*;*;*;
2789;J1918+1340g;hww+21;19:18:54;7.0e+00;hww+21;+13:40;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2790;J1918+1444;ht74;19:18:23.638;6.1e-03;hlk+04;+14:45:06.00;1.4e-01;hlk+04;*;0;*;*;0;*;49690.00;hlk+04;*;*;*;*;
2791;J1918+1536g;hww+21;19:18:23;7.0e+00;hww+21;+15:36;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2792;J1918+1540g;hww+21;19:18:19;7.0e+00;hww+21;+15:40;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2793;J1918+1541;nft95;19:18:07.70;6.0e-02;cn95;+15:41:15.2;7.0e-01;cn95;*;0;*;*;0;*;49079.50;*;*;*;*;*;
2794;J1918+1547g;hww+21;19:18:34;7.0e+00;hww+21;+15:47;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2795;J1919+0021;dls72;19:19:50.6715;1.0e-04;dgb+19;+00:21:39.722;2.0e-03;dgb+19;10.11;9.0e-02;dgb+19;-4.70;9.0e-02;dgb+19;56000.00;dgb+19;*;*;*;*;
2796;J1919+0134;ebvb01;19:19:43.62;3.0e-02;ebvb01;+01:34:56.5;7.0e-01;ebvb01;*;0;*;*;0;*;51650.00;*;*;*;*;*;
2797;J1919+1314;nab+13;19:19:32.986;5.0e-03;nab+13;+13:14:37.3;1.0e-01;nab+13;*;0;*;*;0;*;54790.00;*;*;*;*;*;
2798;J1919+1527g;hww+21;19:19:50;7.0e+00;hww+21;+15:27;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2799;J1919+1645;lcm13;19:19:09.243;2.0e-03;lcm13;+16:45:22.72;8.0e-02;lcm13;*;0;*;*;0;*;53560.00;*;*;*;*;*;
2800;J1919+1745;dcm+09;19:19:43.342;4.0e-03;nab+13;+17:45:03.79;8.0e-02;nab+13;*;0;*;*;0;*;55320.00;*;*;*;*;*;
2801;J1919+23;aab+22;19:19:26;0;aab+22;+23:52:46;0;aab+22;*;0;*;*;0;*;*;*;*;*;*;*;
2802;J1919+2621;clh+20;19:19:41.013;4.0e-03;clh+20;+26:21:29.46;9.0e-02;clh+20;*;0;*;*;0;*;58333.00;*;*;*;*;*;
2803;J1920-0950;bbb+12;19:20:55.93;3.0e-02;bsb+19;-09:50:01.0;1.8e+00;bsb+19;*;0;*;*;0;*;57037.00;*;*;*;*;*;
2804;J1920+1040;hfs+04;19:20:55.38;8.0e-02;hfs+04;+10:40:31;3.0e+00;hfs+04;*;0;*;*;0;*;52596.00;*;*;*;*;*;
2805;J1920+1110;mhl+02;19:20:13.31;6.0e-02;mhl+02;+11:10:59;3.0e+00;mhl+02;*;0;*;*;0;*;51719.00;*;*;*;*;*;
2806;J1920+1515g;hww+21;19:20:22;7.0e+00;hww+21;+15:15;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2807;J1920+2650;dtws85;19:20:38.374;1.6e-02;hlk+04;+26:50:38.4;2.9e-01;hlk+04;*;0;*;*;0;*;49912.00;hlk+04;*;*;*;*;
2808;J1921+0137;san16;19:21:30.30765;5.0e-05;san16;+01:37:25.539;3.0e-03;san16;*;0;*;*;0;*;57022.00;*;ELL1;san16;He[san16];*;
2809;J1921-05;mbc+19;19:21:04;2.8e+01;mbc+19;-05:23;7.0e+00;mbc+19;*;0;*;*;0;*;56017.00;*;*;*;*;*;
2810;J1921-0510;sfj+20;19:21:29.45;2.0e-02;sfj+20;-05:10:10.8;7.0e-01;sfj+20;*;0;*;*;0;*;57325;sfj+20;*;*;*;*;
2811;J1921+0812;lfl+06;19:21:47.704;5.0e-03;lfl+06;+08:12:51.86;1.0e-01;lfl+06;*;0;*;*;0;*;53277.00;*;*;*;*;*;
2812;J1921+0921;psf+22;19:21:53.487;9.0e-03;psf+22;+09:21:30.2;2.0e-01;psf+22;*;0;*;*;0;*;58119.00;*;*;*;*;*;
2813;J1921+1259g;hww+21;19:21:18;7.0e+00;hww+21;+12:59;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2814;J1921+1340g;hww+21;19:21:30;7.0e+00;hww+21;+13:40;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2815;J1921+1419;ht74;19:21:24.159;1.5e-02;hlk+04;+14:19:17.1;3.9e-01;hlk+04;*;0;*;*;0;*;48741.00;hlk+04;*;*;*;*;
2816;J1921+1505g;hww+21;19:21:25;7.0e+00;hww+21;+15:05;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2817;J1921+1544;lcm13;19:21:46.4723;9.0e-04;lcm13;+15:44:17.46;2.0e-02;lcm13;*;0;*;*;0;*;53632.00;*;*;*;*;*;
2818;J1921+1630;psf+22;19:21:00.142;1.8e-02;psf+22;+16:30:55.8;9.0e-01;psf+22;*;0;*;*;0;*;56891.00;*;*;*;*;*;
2819;J1921+1929;pkr+19;19:21:23.35070;4.0e-05;pkr+19;+19:29:22.299;1.0e-03;pkr+19;-3.2;8.0e-01;pkr+19;-11;1.0e+00;pkr+19;58137.0;pkr+19;ELL1;pkr+19;He[pkr+19];*;
2820;J1921+1948;dls73;19:21:03.799;1.6e-02;hlk+04;+19:48:44.7;3.6e-01;hlk+04;*;0;*;*;0;*;48739.00;hlk+04;*;*;*;*;
2821;J1921+2003;ht75b;19:21:51.597;8.0e-03;lcx02;+20:03:20.8;8.0e-01;lcx02;*;0;*;*;0;*;51600.00;*;*;*;*;*;
2822;J1921+2153;hbp+68;19:21:44.815;2.0e-03;hlk+04;+21:53:02.25;4.0e-02;hlk+04;17;4.0e+00;zhw+05;32;6.0e+00;zhw+05;48999.00;hlk+04;*;*;*;*;
2823;J1921+34;tkt22;19:21;4.0e+00;tkt22;+34:07;1.5e+01;tkt22;*;0;*;*;0;*;*;*;*;*;*;*;
2824;J1922+1131;lsb+17;19:22:50.27;3.0e-02;lsb+17;+11:31:58.5;6.0e-01;lsb+17;*;0;*;*;0;*;56700.00;*;*;*;*;*;
2825;J1922+1733;lcm13;19:22:53.2180;7.0e-04;lcm13;+17:33:23.47;2.0e-02;lcm13;*;0;*;*;0;*;53595.00;*;*;*;*;*;
2826;J1922+2018;ht75b;19:22:08.00;2.9e-02;hlk+04;+20:17:57.3;5.7e-01;hlk+04;*;0;*;*;0;*;49670.00;hlk+04;*;*;*;*;
2827;J1922+2110;dls73;19:22:53.531;5.9e-03;hlk+04;+21:10:41.97;1.4e-01;hlk+04;*;0;*;*;0;*;49879.00;hlk+04;*;*;*;*;
2828;J1922+58;slr+14;19:22;3.0e+00;slr+14;+58:28;1.8e+01;slr+14;*;0;*;*;0;*;56292.00;*;*;*;*;*;
2829;J1923-0408;sfj+20;19:23:10.96;3.0e-02;sfj+20;-04:08:19.4;8.0e-01;sfj+20;*;0;*;*;0;*;57745;sfj+20;*;*;*;*;
2830;J1923+1143g;hww+21;19:23:38;6.0e+00;hww+21;+11:43;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2831;J1923+1521g;hww+21;19:23:12;7.0e+00;hww+21;+15:21;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2832;J1923+1706;ht75b;19:23:07.85;1.0e-02;lcx02;+17:06:09.4;2.0e-01;lcx02;*;0;*;*;0;*;51600.00;*;*;*;*;*;
2833;J1923+2022g;hww+21;19:23:56;7.0e+00;hww+21;+20:22;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2834;J1923+2515;lbr+13;19:23:22.492220;3.0e-06;aab+21a;+25:15:40.58114;6.7e-05;aab+21a;-6.92;3.1e-02;*;-14.28;4.9e-02;*;56859.00;aab+21a;*;*;*;*;
2835;J1923+4243;slr+14;19:23:15.240;6.9e-03;lsk+18;+42:43:18.64;1.4e-01;lsk+18;*;0;*;*;0;*;56525.00;*;*;*;*;*;
2836;J1924+1343g;hww+21;19:24:20;7.0e+00;hww+21;+13:43;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2837;J1924+1509g;hww+21;19:24:34;7.0e+00;hww+21;+15:09;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2838;J1924+1510g;hww+21;19:24:02;7.0e+00;hww+21;+15:10;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2839;J1924+1628;lbh+15;19:24:44.090;6.0e-03;psf+22;+16:28:37.69;1.6e-01;psf+22;*;0;*;*;0;*;57514.00;*;*;*;*;*;
2840;J1924+1631;nab+13;19:24:54.88;3.0e-02;nab+13;+16:31:48.8;6.0e-01;nab+13;*;0;*;*;0;*;54690.00;*;*;*;*;*;
2841;J1924+1639;lcm13;19:24:03.1115;5.0e-04;lcm13;+16:39:40.756;9.0e-03;lcm13;*;0;*;*;0;*;53720.00;*;*;*;*;*;
2842;J1924+1713;lbh+15;19:24:32.517;1.9e-02;psf+22;+17:13:33.0;3.0e-01;psf+22;*;0;*;*;0;*;56055.00;*;*;*;*;*;
2843;J1924+1917;psf+22;19:24:26.21;4.0e-02;psf+22;+19:17:24.4;3.0e-01;psf+22;*;0;*;*;0;*;58528.00;*;*;*;*;*;
2844;J1924+1923g;hww+21;19:24:20;7.0e+00;hww+21;+19:23;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2845;J1924+1932g;hww+21;19:24:49;7.0e+00;hww+21;+19:32;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2846;J1924+2027g;hww+21;19:24:34;7.0e+00;hww+21;+20:27;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2847;J1924+2037g;hww+21;19:24:34;7.0e+00;hww+21;+20:37;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2848;J1924+2040;ht75b;19:24:40;1.2e+01;wbb+81;+20:40:03;3.0e+01;vms83;*;0;*;*;0;*;43957.49;*;*;*;*;*;
2849;J1925+1532g;hww+21;19:25:00;7.0e+00;hww+21;+15:32;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2850;J1925-16;bbj+11;19:25:06;2.9e+01;bbj+11;-16:01:00;4.2e+02;bbj+11;*;0;*;*;0;*;55196.00;*;*;*;*;*;
2851;J1925+1629g;hww+21;19:25:10;7.0e+00;hww+21;+16:29;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2852;J1925+1636g;hww+21;19:25:48;7.0e+00;hww+21;+16:36;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2853;J1925+1720;lbh+15;19:25:27.031;4.0e-03;lsb+17;+17:20:27.31;8.0e-02;lsb+17;*;0;*;*;0;*;56700.00;*;*;*;*;*;
2854;J1925+19;lcm13;19:25:26;2.8e+01;lcm13;+19:04;7.0e+00;lcm13;*;0;*;*;0;*;54346.00;*;*;*;*;*;
2855;J1926+0431;mlt+78;19:26:24.472;2.0e-03;lbs+20;+04:31:31.54;8.0e-02;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
2856;J1926-0652;zlh+19;19:26:37.041;6.0e-03;clh+20;-06:52:42.7;4.0e-01;clh+20;*;0;*;*;0;*;58308.00;*;*;*;*;*;
2857;J1926+0737;emk+10;19:26:33.740;6.0e-03;eklk13;+07:37:07.2;3.0e-01;eklk13;*;0;*;*;0;*;54833.60;*;*;*;*;*;
2858;J1926-1314;rsm+13;19:26:53.835;3.0e-03;rsm+13;-13:14:03.8;1.8e+00;rsm+13;*;0;*;*;0;*;55791.00;*;*;*;*;*;
2859;J1926+1434;ht74;19:26:57.22;2.1e-02;hlk+04;+14:34:55.3;4.6e-01;hlk+04;*;0;*;*;0;*;48717.00;hlk+04;*;*;*;*;
2860;J1926+1452g;hww+21;19:26:55;7.0e+00;hww+21;+14:52;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2861;J1926+1614;lbh+15;19:26:50.202;3.0e-03;psf+22;+16:14:18.77;9.0e-02;psf+22;*;0;*;*;0;*;57589.00;*;*;*;*;*;
2862;J1926+1631g;hww+21;19:26:24;7.0e+00;hww+21;+16:31;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2863;J1926+1648;ht74;19:26:45.322;2.9e-03;hlk+04;+16:48:32.78;6.8e-02;hlk+04;6;8.2e+00;*;-15;1.3e+01;*;49857.00;hlk+04;*;*;*;*;
2864;J1926+1857g;hww+21;19:26:59;7.0e+00;hww+21;+18:57;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2865;J1926+1928;ht75b;19:26:22.82;4.0e-02;lcx02;+19:28:11.7;8.0e-01;lcx02;*;0;*;*;0;*;51600.00;*;*;*;*;*;
2866;J1926+2016;lcm13;19:26:18.064;1.0e-03;lcm13;+20:16:01.13;3.0e-02;lcm13;*;0;*;*;0;*;53595.00;*;*;*;*;*;
2867;J1927+0911;lfl+06;19:27:25.628;8.0e-03;lfl+06;+09:11:05.7;3.0e-01;lfl+06;*;0;*;*;0;*;53454.00;*;*;*;*;*;
2868;J1927+1430g;hww+21;19:27:40;7.0e+00;hww+21;+14:30;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2869;J1927+1852;ht75b;19:27:10.422;8.0e-03;lcx02;+18:52:08.5;2.0e-01;lcx02;*;0;*;*;0;*;51600.00;*;*;*;*;*;
2870;J1927+1856;ht75b;19:27:24.97;1.0e-02;lcx02;+18:56:36.8;2.0e-01;lcx02;*;0;*;*;0;*;51600.00;*;*;*;*;*;
2871;J1927+2234;ht75b;19:27:08.08;1.0e-02;gr78;+22:34:57.3;2.0e-01;gr78;*;0;*;*;0;*;42830.50;*;*;*;*;*;
2872;J1928-0108;sfj+20;19:28:18.93;2.0e-02;sfj+20;-01:08:55.7;4.0e-01;sfj+20;*;0;*;*;0;*;57983;sfj+20;*;*;*;*;
2873;J1928+1245;pkr+19;19:28:45.39360;6.0e-05;pkr+19;+12:45:53.374;3.0e-03;pkr+19;*;0;*;*;0;*;57974.0;pkr+19;ELL1;pkr+19;UL[pkr+19];*;
2874;J1928+1443;lsb+17;19:28:06.79;5.0e-02;lsb+17;+14:43:11.3;1.2e+00;lsb+17;*;0;*;*;0;*;56700.00;*;*;*;*;*;
2875;J1928+15;dcm+09;19:28:20;7.0e+00;dcm+09;+15:13;2.0e+00;dcm+09;*;0;*;*;0;*;54466.00;*;*;*;*;*;
2876;J1928+1725;psf+22;19:28:52;0;psf+22;+17:25:29;0;psf+22;*;0;*;*;0;*;57696.00;*;*;*;*;*;
2877;J1928+1746;cfl+06;19:28:42.553;1.0e-03;nab+13;+17:46:29.62;3.0e-02;nab+13;*;0;*;*;0;*;54770.00;*;*;*;*;*;
2878;J1928+1809g;hww+21;19:28:06;7.0e+00;hww+21;+18:09;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
2879;J1928+1816g;hww+21;19:28:10;7.0e+00;hww+21;+18:16;2.0e+00;hww+21;*;0;*;*;0;*;*;*;*;*;*;*;
